"State","County","Year","Days with AQI","Good Days","Moderate Days","Unhealthy for Sensitive Groups Days","Unhealthy Days","Very Unhealthy Days","Hazardous Days","Max AQI","90th Percentile AQI","Median AQI","Days CO","Days NO2","Days Ozone","Days PM2.5","Days PM10"
"Alabama","Baldwin",2022,281,237,44,0,0,0,0,97,52,39,0,0,201,80,0
"Alabama","Clay",2022,115,91,24,0,0,0,0,68,56,34,0,0,0,115,0
"Alabama","DeKalb",2022,364,323,41,0,0,0,0,97,52,38,0,0,305,59,0
"Alabama","Elmore",2022,240,232,8,0,0,0,0,74,44,33,0,0,240,0,0
"Alabama","Etowah",2022,359,224,135,0,0,0,0,93,60,46,0,0,93,266,0
"Alabama","Jefferson",2022,365,128,235,2,0,0,0,105,71,54,0,0,66,299,0
"Alabama","Lawrence",2022,102,92,10,0,0,0,0,58,48,29,0,0,0,102,0
"Alabama","Madison",2022,365,201,164,0,0,0,0,97,61,48,0,0,68,293,4
"Alabama","Mobile",2022,363,235,128,0,0,0,0,93,58,44,0,0,99,264,0
"Alabama","Montgomery",2022,363,269,94,0,0,0,0,96,57,41,0,0,163,200,0
"Alabama","Morgan",2022,365,208,156,1,0,0,0,111,63,47,0,0,82,283,0
"Alabama","Russell",2022,364,208,156,0,0,0,0,97,61,46,0,0,69,295,0
"Alabama","Shelby",2022,245,225,19,1,0,0,0,105,50,37,0,0,245,0,0
"Alabama","Sumter",2022,355,266,89,0,0,0,0,81,56,38,0,0,72,283,0
"Alabama","Tuscaloosa",2022,280,240,40,0,0,0,0,87,54,37,0,0,195,85,0
"Alaska","Aleutians East ",2022,121,119,2,0,0,0,0,74,27,12,0,0,0,121,0
"Alaska","Anchorage ",2022,365,302,62,1,0,0,0,125,56,24,7,0,0,200,158
"Alaska","Denali ",2022,338,328,10,0,0,0,0,82,44,34,0,0,318,20,0
"Alaska","Fairbanks North Star ",2022,365,213,105,18,27,1,1,310,118,43,0,0,89,273,3
"Alaska","Juneau ",2022,342,291,51,0,0,0,0,95,56,21,0,0,0,342,0
"Alaska","Kenai Peninsula ",2022,120,119,1,0,0,0,0,73,21,9,0,0,0,120,0
"Alaska","Matanuska-Susitna ",2022,341,301,40,0,0,0,0,89,53,12,0,0,0,252,89
"Alaska","North Slope ",2022,100,95,4,0,1,0,0,170,19,7,0,0,0,100,0
"Arizona","Apache",2022,363,359,4,0,0,0,0,57,27,11,0,0,0,58,305
"Arizona","Cochise",2022,365,291,73,1,0,0,0,101,61,44,0,0,331,2,32
"Arizona","Coconino",2022,365,279,85,1,0,0,0,101,64,44,0,0,358,7,0
"Arizona","Gila",2022,365,245,102,16,2,0,0,177,84,45,0,0,339,2,24
"Arizona","La Paz",2022,359,275,83,1,0,0,0,130,64,44,0,0,337,12,10
"Arizona","Maricopa",2022,365,27,242,73,17,6,0,264,136,75,0,1,204,83,77
"Arizona","Mohave",2022,357,340,16,1,0,0,0,115,32,17,0,0,0,0,357
"Arizona","Navajo",2022,364,307,57,0,0,0,0,93,58,44,0,0,356,5,3
"Arizona","Pima",2022,365,147,205,13,0,0,0,142,81,53,0,0,196,94,75
"Arizona","Pinal",2022,365,91,238,28,3,2,3,689,100,61,0,0,138,40,187
"Arizona","Santa Cruz",2022,357,220,136,1,0,0,0,138,69,43,0,0,0,328,29
"Arizona","Yavapai",2022,365,341,24,0,0,0,0,87,48,40,0,0,365,0,0
"Arizona","Yuma",2022,365,228,128,9,0,0,0,142,73,46,0,0,199,98,68
"Arkansas","Arkansas",2022,115,78,37,0,0,0,0,89,59,41,0,0,0,115,0
"Arkansas","Ashley",2022,117,83,34,0,0,0,0,99,56,39,0,0,0,117,0
"Arkansas","Clark",2022,363,350,13,0,0,0,0,90,46,35,0,0,363,0,0
"Arkansas","Crittenden",2022,365,215,146,3,1,0,0,156,64,46,0,3,103,259,0
"Arkansas","Garland",2022,112,72,40,0,0,0,0,90,58,44,0,0,0,112,0
"Arkansas","Jackson",2022,115,78,37,0,0,0,0,82,60,41,0,0,0,115,0
"Arkansas","Newton",2022,365,337,27,1,0,0,0,105,49,37,0,0,341,24,0
"Arkansas","Polk",2022,350,308,40,2,0,0,0,105,52,34,0,0,268,82,0
"Arkansas","Pulaski",2022,365,153,211,1,0,0,0,115,67,52,0,0,68,297,0
"Arkansas","Union",2022,115,65,50,0,0,0,0,100,61,47,0,0,0,115,0
"Arkansas","Washington",2022,365,214,148,3,0,0,0,119,61,47,0,0,149,216,0
"California","Alameda",2022,365,185,175,5,0,0,0,122,70,49,0,2,108,255,0
"California","Amador",2022,364,333,30,1,0,0,0,112,50,36,0,0,364,0,0
"California","Butte",2022,365,191,171,3,0,0,0,119,77,50,0,0,239,126,0
"California","Calaveras",2022,364,286,77,1,0,0,0,115,58,41,0,0,237,126,1
"California","Colusa",2022,363,240,122,1,0,0,0,105,59,44,0,0,185,171,7
"California","Contra Costa",2022,365,174,189,2,0,0,0,129,67,52,0,0,99,266,0
"California","Del Norte",2022,344,299,45,0,0,0,0,74,52,29,0,0,0,344,0
"California","El Dorado",2022,365,258,93,12,2,0,0,186,77,43,0,0,353,8,4
"California","Fresno",2022,365,78,217,67,3,0,0,159,115,71,0,0,192,160,13
"California","Glenn",2022,360,264,95,1,0,0,0,104,61,42,0,0,255,98,7
"California","Humboldt",2022,365,340,25,0,0,0,0,74,42,24,1,0,217,84,63
"California","Imperial",2022,365,86,232,34,5,2,6,791,106,61,0,2,131,131,101
"California","Inyo",2022,365,117,217,18,4,4,5,1551,97,58,0,0,188,130,47
"California","Kern",2022,365,47,196,109,12,1,0,289,136,80,0,0,189,153,23
"California","Kings",2022,365,71,244,48,2,0,0,187,108,69,0,0,163,149,53
"California","Lake",2022,363,359,4,0,0,0,0,76,43,32,0,0,350,13,0
"California","Los Angeles",2022,365,17,254,65,28,1,0,209,140,74,0,19,170,167,9
"California","Madera",2022,365,147,205,13,0,0,0,136,87,54,0,0,212,129,24
"California","Marin",2022,365,275,90,0,0,0,0,91,57,37,0,2,151,212,0
"California","Mariposa",2022,365,211,125,8,21,0,0,198,89,48,0,0,276,88,1
"California","Mendocino",2022,365,129,234,2,0,0,0,103,69,54,0,0,26,339,0
"California","Merced",2022,365,140,212,13,0,0,0,143,87,56,0,0,195,141,29
"California","Mono",2022,365,276,61,5,7,1,15,8368,68,27,0,0,0,255,110
"California","Monterey",2022,365,299,66,0,0,0,0,80,54,39,0,0,198,144,23
"California","Nevada",2022,365,185,161,11,3,5,0,293,87,50,0,0,258,107,0
"California","Orange",2022,365,143,215,5,2,0,0,156,71,53,0,9,133,217,6
"California","Placer",2022,365,156,185,15,4,3,2,442,90,54,0,0,241,123,1
"California","Plumas",2022,359,148,182,25,4,0,0,175,96,55,0,0,0,359,0
"California","Riverside",2022,365,41,198,86,31,2,7,1683,151,77,0,0,196,110,59
"California","Sacramento",2022,365,162,184,17,2,0,0,164,93,53,0,0,200,164,1
"California","San Benito",2022,365,297,68,0,0,0,0,97,57,42,0,0,299,65,1
"California","San Bernardino",2022,365,23,212,67,56,7,0,225,166,77,0,9,197,142,17
"California","San Diego",2022,365,42,297,25,1,0,0,156,97,63,0,1,150,190,24
"California","San Francisco",2022,364,260,104,0,0,0,0,88,59,36,2,18,152,192,0
"California","San Joaquin",2022,365,192,164,8,0,1,0,208,86,48,0,0,172,169,24
"California","San Luis Obispo",2022,365,117,245,3,0,0,0,115,75,55,0,0,160,203,2
"California","San Mateo",2022,365,267,98,0,0,0,0,85,60,36,0,7,179,179,0
"California","Santa Barbara",2022,365,198,167,0,0,0,0,93,60,48,0,0,138,223,4
"California","Santa Clara",2022,365,187,173,5,0,0,0,119,73,49,0,0,130,235,0
"California","Santa Cruz",2022,365,287,78,0,0,0,0,93,56,35,0,0,180,185,0
"California","Shasta",2022,365,260,99,6,0,0,0,119,71,45,0,0,315,50,0
"California","Siskiyou",2022,362,269,86,2,4,0,1,454,62,41,0,0,203,159,0
"California","Solano",2022,365,235,130,0,0,0,0,93,67,43,0,0,197,168,0
"California","Sonoma",2022,365,286,79,0,0,0,0,82,56,36,0,0,194,168,3
"California","Stanislaus",2022,365,108,234,22,1,0,0,166,95,57,0,0,128,218,19
"California","Sutter",2022,364,154,205,5,0,0,0,119,81,52,0,0,178,186,0
"California","Tehama",2022,365,245,117,3,0,0,0,108,74,44,0,0,281,84,0
"California","Trinity",2022,353,227,111,5,5,3,2,342,72,34,0,0,0,353,0
"California","Tulare",2022,365,58,193,106,8,0,0,182,129,77,0,0,192,158,15
"California","Tuolumne",2022,250,237,12,1,0,0,0,108,48,39,0,0,250,0,0
"California","Ventura",2022,365,171,183,11,0,0,0,140,80,52,0,1,242,122,0
"California","Yolo",2022,365,283,80,2,0,0,0,101,64,42,0,0,278,87,0
"Colorado","Adams",2022,365,180,171,14,0,0,0,126,84,51,0,50,189,89,37
"Colorado","Alamosa",2022,116,107,8,1,0,0,0,134,44,11,0,0,0,116,0
