"State","County","Year","Days with AQI","Good Days","Moderate Days","Unhealthy for Sensitive Groups Days","Unhealthy Days","Very Unhealthy Days","Hazardous Days","Max AQI","90th Percentile AQI","Median AQI","Days CO","Days NO2","Days Ozone","Days PM2.5","Days PM10"
"Alabama","Baldwin",2021,280,248,32,0,0,0,0,63,52,37,0,0,199,81,0
"Alabama","Clay",2021,110,87,23,0,0,0,0,70,55,36,0,0,0,110,0
"Alabama","DeKalb",2021,361,315,46,0,0,0,0,84,53,37,0,0,298,63,0
"Alabama","Elmore",2021,241,238,3,0,0,0,0,87,44,32,0,0,241,0,0
"Alabama","Etowah",2021,286,235,51,0,0,0,0,80,57,38,0,0,201,85,0
"Alabama","Jefferson",2021,365,104,256,3,2,0,0,189,77,56,0,1,47,317,0
"Alabama","Lawrence",2021,100,89,11,0,0,0,0,60,53,28,0,0,0,100,0
"Alabama","Madison",2021,357,189,166,2,0,0,0,105,62,49,0,0,59,285,13
"Alabama","Mobile",2021,361,125,236,0,0,0,0,83,62,53,0,0,35,326,0
"Alabama","Montgomery",2021,354,222,132,0,0,0,0,93,60,44,0,0,86,268,0
"Alabama","Morgan",2021,365,209,156,0,0,0,0,97,63,47,0,0,71,294,0
"Alabama","Russell",2021,364,214,147,3,0,0,0,142,65,47,0,0,51,313,0
"Alabama","Shelby",2021,243,231,12,0,0,0,0,77,48,35,0,0,243,0,0
"Alabama","Sumter",2021,355,311,44,0,0,0,0,71,52,35,0,0,91,264,0
"Alabama","Tuscaloosa",2021,280,246,34,0,0,0,0,90,52,34,0,0,188,92,0
"Alaska","Aleutians East ",2021,118,117,1,0,0,0,0,51,29,13,0,0,0,118,0
"Alaska","Anchorage ",2021,365,289,74,2,0,0,0,132,57,28,2,0,0,277,86
"Alaska","Denali ",2021,363,360,3,0,0,0,0,74,41,33,0,0,360,3,0
"Alaska","Fairbanks North Star ",2021,365,211,120,21,13,0,0,189,97,42,0,0,66,298,1
"Alaska","Juneau ",2021,357,315,42,0,0,0,0,89,53,20,0,0,0,353,4
"Alaska","Kenai Peninsula ",2021,121,121,0,0,0,0,0,41,19,9,0,0,0,121,0
"Alaska","Matanuska-Susitna ",2021,354,307,44,2,1,0,0,163,54,15,0,0,0,300,54
"Alaska","North Slope ",2021,114,113,1,0,0,0,0,53,15,5,0,0,0,114,0
"Arizona","Apache",2021,359,353,6,0,0,0,0,90,30,15,0,0,0,67,292
"Arizona","Cochise",2021,365,259,104,2,0,0,0,105,60,45,0,0,307,2,56
"Arizona","Coconino",2021,365,265,100,0,0,0,0,93,64,46,0,0,356,9,0
"Arizona","Gila",2021,365,239,116,8,2,0,0,180,80,46,0,0,341,4,20
"Arizona","La Paz",2021,362,254,107,0,1,0,0,187,71,46,0,0,351,7,4
"Arizona","Maricopa",2021,365,12,128,91,61,73,0,297,213,122,0,0,295,27,43
"Arizona","Mohave",2021,363,360,2,0,1,0,0,156,34,19,0,0,0,2,361
"Arizona","Navajo",2021,365,292,72,1,0,0,0,101,61,44,0,0,337,4,24
"Arizona","Pima",2021,365,93,258,13,0,0,1,313,85,56,0,0,147,145,73
"Arizona","Pinal",2021,365,72,240,49,4,0,0,198,108,70,0,0,135,48,182
"Arizona","Santa Cruz",2021,360,169,189,1,1,0,0,171,71,52,0,0,0,295,65
"Arizona","Yavapai",2021,331,302,29,0,0,0,0,64,50,44,0,0,331,0,0
"Arizona","Yuma",2021,365,186,173,5,1,0,0,170,71,50,0,0,174,146,45
"Arkansas","Arkansas",2021,120,89,31,0,0,0,0,76,57,39,0,0,0,120,0
"Arkansas","Ashley",2021,120,82,38,0,0,0,0,66,59,42,0,0,0,120,0
"Arkansas","Clark",2021,338,328,10,0,0,0,0,90,45,32,0,0,338,0,0
"Arkansas","Crittenden",2021,365,222,139,4,0,0,0,122,63,45,0,2,98,265,0
"Arkansas","Garland",2021,120,71,49,0,0,0,0,80,60,45,0,0,0,120,0
"Arkansas","Jackson",2021,120,80,40,0,0,0,0,86,60,39,0,0,0,120,0
"Arkansas","Newton",2021,365,340,25,0,0,0,0,74,48,37,0,0,330,35,0
"Arkansas","Polk",2021,360,299,61,0,0,0,0,93,56,40,0,0,293,67,0
"Arkansas","Pulaski",2021,365,114,249,2,0,0,0,112,73,54,0,2,36,327,0
"Arkansas","Union",2021,116,66,50,0,0,0,0,74,60,48,0,0,0,116,0
"Arkansas","Washington",2021,365,206,158,1,0,0,0,119,66,48,0,0,101,264,0
